user_id,date,amount,type,category,subcategory,payment_method,description,balance_after
50,2025-11-10,199793.56,expense,Food,go-food,e-wallet,Pembayaran go-food,-10188237.3
14,2025-12-04,62225.13,expense,Entertainment,konser,debit,Pembayaran konser,13006403.27
43,2025-08-04,173424.11,expense,Bills,asuransi,cash,Pembayaran asuransi,2933650.07
9,2025-07-06,69954.88,expense,Food,restoran,debit,Pembayaran restoran,-7547265.89
49,2025-09-22,43851.91,expense,Food,,e-wallet,Pembayaran minimarket,29994413.62
41,2025-05-08,49909.2,expense,Others,biaya admin,cash,Pembayaran biaya admin,8838424.87
13,2025-06-22,77450.44,expense,Food,,e-wallet,Pembayaran minimarket,-7205250.22
10,2025-04-12,73521.8,expense,,,CASH,Pembayaran restoran,-503932.8
45,2025-08-04,118523.77,expense,Food,go-food,debit,Pembayaran go-food,24685893.09
27,2025-05-27,279277.11,expense,Food,kopi,debit,,-26320437.02
1,2025-04-06,240455.69,expense,Transport,parkir,debit,Pembayaran parkir,14245354.19
49,2025-08-12,190487.12,expense,Shopping,peralatan rumah,cash,Pembayaran peralatan rumah,30209537.34
21,2025-10-02,138807.71,expense,Transport,parkir,E-WALLET,Pembayaran parkir,-24702480.35
15,2025-08-22,30171.22,expense,,ojek online,e-wallet,Pembayaran ojek online,-5176297.29
33,2025-01-08,32698.51,expense,Food,minimarket,cash,Pembayaran minimarket,7873884.36
16,2025-02-04,129910.9,expense,,WARUNG,e-wallet,Pembayaran warung,3814349.15
40,2025-02-22,312605.75,expense,FOOD,minimarket,cash,Pembayaran minimarket,5818063.49
16,2025-08-10,177598.85,expense,Bills,air,debit,Pembayaran air,21862667.81
31,2025-11-02,62609.25,expense,Food,restoran,debit,Pembayaran restoran,-20562112.58
25,2025-12-16,60092.99,expense,Food,restoran,cash,Pembayaran restoran,-20956052.82
38,2025-10-17,61793.54,expense,Food,kopi,debit,Pembayaran kopi,4402585.68
19,2025-01-15,22781.74,expense,Food,restoran,debit,Pembayaran restoran,2365362.91
44,2025-02-08,335766.95,expense,food,,e-wallet,Pembayaran warung,-4146035.81
12,2025-01-07,111848.45,expense,Food,warung,e-wallet,Pembayaran warung,6749470.6
4,2025-08-03,18945.99,expense,Others,hadiah,CASH,,-6727365.44
32,2025-05-16,82525.87,expense,Others,sedekah,e-wallet,Pembayaran sedekah,-35284285.18
25,2025-02-19,140667.13,expense,Food,warung,debit,Pembayaran warung,5429440.86
1,2025-05-06,284198.93,expense,Bills,,debit,Pembayaran listrik,16445898.22
17,2025-10-02,870838.01,expense,Shopping,skincare,cash,,-289734.46
22,2025-01-12,212055.59,expense,Food,warung,e-wallet,Pembayaran warung,755403.49
2,2025-12-02,1417771.48,expense,Bills,pulsa,e-wallet,Pembayaran pulsa,28039469.71
2,2025-05-21,66740.35,expense,Transport,tol,debit,Pembayaran tol,23489203.66
22,2025-07-11,526048.96,expense,Bills,asuransi,cash,Pembayaran asuransi,-10300287.67
21,2025-03-04,248965.49,expense,Food,go-food,e-wallet,Pembayaran go-food,14135968.04
26,2025-12-04,54553.16,expense,Transport,servis,debit,Pembayaran servis,35766082.34
25,2025-12-20,309814.86,expense,Shopping,pakaian,e-wallet,Pembayaran pakaian,-21523744.9
5,2025-10-05,516518.92,expense,Shopping,peralatan rumah,e-wallet,Pembayaran peralatan rumah,27194886.43
5,2025-02-11,98807.62,expense,Transport,parkir,e-wallet,Pembayaran parkir,-2131325.63
27,2025-12-10,468497.52,expense,Bills,internet,debit,Pembayaran internet,-30051576.88
7,2025-08-24,79418.17,expense,,sedekah,e-wallet,Pembayaran sedekah,-7604072.77
23,2025-05-24,290675.98,expense,food,kopi,debit,Pembayaran kopi,-26864536.68
34,2025-12-13,778755.83,expense,Bills,,cash,Pembayaran asuransi,-6554017.53
37,2025-02-28,8730570.26,income,Salary,gaji pokok,cash,Penerimaan gaji pokok,-1933327.84
47,2025-01-06,12425.52,expense,Transport,bensin,e-wallet,Pembayaran bensin,5685455.91
46,2025-04-15,1419155.33,expense,Bills,internet,debit,Pembayaran internet,-16297646.74
32,2025-05-04,203417.56,expense,Food,minimarket,debit,Pembayaran minimarket,-32255941.59
44,2025-07-04,57046.71,expense,Food,restoran,debit,Pembayaran restoran,-4369164.91
50,2025-12-15,479912.74,expense,Entertainment,spotify,debit,Pembayaran spotify,-20913239.88
40,2025-12-10,91681.46,expense,Food,kopi,e-wallet,Pembayaran kopi,-44034340.42
11,2025-08-27,142244.23,expense,Food,warung,debit,Pembayaran warung,20601122.45
3,2025-09-28,177159.07,expense,Entertainment,bioskop,cash,Pembayaran bioskop,-13829331.79
14,2025-05-21,29068.88,expense,,minimarket,debit,Pembayaran minimarket,-3446377.6
21,2025-09-24,761620.01,expense,shopping,pakaian,cash,Pembayaran pakaian,-22440874.46
2,2025-01-09,31534.94,expense,Others,biaya admin,cash,Pembayaran biaya admin,1458646.57
36,2025-08-15,48397.86,expense,,go-food,debit,Pembayaran go-food,8553616.55
20,2025-07-18,520925.41,expense,Bills,internet,debit,Pembayaran internet,-18589377.08
50,2025-11-11,68538.14,expense,Others,sedekah,e-wallet,Pembayaran sedekah,-10256775.44
46,2025-07-14,732920.01,expense,Shopping,,cash,Pembayaran hobi,-42873027.69
14,2025-06-20,439554.25,expense,,pakaian,debit,Pembayaran pakaian,-6259794.92
34,2025-04-08,37374.32,expense,,restoran,cash,Pembayaran restoran,-5507557.68
9,2025-01-04,42609.42,expense,Transport,parkir,cash,Pembayaran parkir,246257.42
14,2025-11-26,45838.46,expense,OTHERS,hadiah,cash,Pembayaran hadiah,14842767.74
2,2025-05-01,11306209.61,income,Salary,gaji pokok,debit,,28837772.33
50,2025-10-17,79367.95,expense,Food,minimarket,e-wallet,Pembayaran minimarket,-36381704.83
21,2025-11-19,958547.55,expense,Bills,listrik,E-WALLET,Pembayaran listrik,-44717945.98
36,2025-05-24,99639.17,expense,Food,minimarket,cash,Pembayaran minimarket,1776139.11
36,2025-07-04,172958.79,expense,Shopping,peralatan rumah,cash,,6515577.32
34,2025-11-09,24693.46,expense,Food,go-food,e-wallet,Pembayaran go-food,-1244062.42
45,2025-07-22,67753.98,expense,Food,MINIMARKET,cash,Pembayaran minimarket,27549595.13
8,2025-07-12,52917.1,expense,Food,restoran,cash,Pembayaran restoran,8506193.26
37,2025-08-12,307025.59,expense,Entertainment,bioskop,cash,Pembayaran bioskop,-3426655.44
12,2025-07-31,73039.05,expense,Transport,ojek online,cash,Pembayaran ojek online,11092793.62
28,2025-07-10,125957.52,expense,Entertainment,netflix,debit,Pembayaran netflix,11267837.93
32,2025-08-13,153845.94,expense,Food,go-food,e-wallet,Pembayaran go-food,-32515853.24
36,2025-11-22,395045.38,expense,Entertainment,netflix,e-wallet,Pembayaran netflix,7986265.26
19,2025-06-23,478703.83,expense,Bills,AIR,debit,Pembayaran air,-3034787.79
50,2025-12-21,718310.77,expense,,game topup,e-wallet,Pembayaran game topup,-23260605.47
6,2025-02-22,82566.56,expense,Food,minimarket,cash,Pembayaran minimarket,-2203618.34
7,2025-02-07,194577.09,expense,Entertainment,game topup,e-wallet,Pembayaran game topup,-7878363.75
12,2025-12-07,347345.79,expense,Entertainment,konser,cash,Pembayaran konser,14268727.77
14,2025-05-31,39067.58,expense,Others,sedekah,cash,,-4146968.2
23,2025-09-07,187280.4,expense,Entertainment,spotify,debit,Pembayaran spotify,-2971927.65
11,2025-01-12,110811.86,expense,,lain-lain,debit,Pembayaran lain-lain,114387.61
9,2025-06-25,12959.69,expense,Transport,bensin,e-wallet,Pembayaran bensin,-9924870.05
36,2025-09-20,217730.13,expense,Shopping,PERALATAN RUMAH,e-wallet,Pembayaran peralatan rumah,9164443.07
3,2025-07-26,255176.65,expense,Transport,BENSIN,cash,,-2897060.75
43,2025-10-05,450255.4,expense,Bills,pulsa,debit,Pembayaran pulsa,-9115189.23
42,2025-08-21,53618.72,expense,Transport,ojek online,debit,Pembayaran ojek online,-27511398.9
10,2025-12-27,173903.11,expense,Food,go-food,e-wallet,,-15570748.32
2,2025-11-25,575103.68,expense,bills,ASURANSI,debit,Pembayaran asuransi,32958118.08
27,2025-06-06,142983.85,expense,Food,minimarket,debit,Pembayaran minimarket,-29322855.93
7,2025-12-05,213799.69,expense,Bills,asuransi,debit,Pembayaran asuransi,22264599.66
9,2025-05-28,54343.89,expense,Food,minimarket,e-wallet,Pembayaran minimarket,-6277699.9
19,2025-10-30,626316.77,expense,bills,,e-wallet,Pembayaran internet,-3406995.57
36,2025-02-03,70484.75,expense,,,cash,Pembayaran tol,2183277.08
29,2025-10-25,255868.08,expense,Bills,,e-wallet,Pembayaran air,12032796.09
17,2025-08-25,43822.81,expense,,go-food,cash,Pembayaran go-food,-13311983.5
49,2025-05-29,5775130.85,income,Salary,insentif,cash,Penerimaan insentif,25059871.02
45,2025-06-14,77683.88,expense,Food,minimarket,CASH,Pembayaran minimarket,29089393.36
38,2025-12-05,50169.7,expense,Shopping,pakaian,e-wallet,Pembayaran pakaian,22782886.85
7,2025-07-05,1219883.08,expense,Shopping,skincare,debit,Pembayaran skincare,-3122187.3
5,2025-06-07,39295.46,expense,Others,hadiah,debit,Pembayaran hadiah,17111946.7
42,2025-03-22,92160.68,expense,TRANSPORT,,e-wallet,Pembayaran ojek online,-7922784.87
34,2025-10-28,208221.65,expense,entertainment,spotify,e-wallet,Pembayaran spotify,-10706589.87
50,2025-02-17,208051.07,expense,Food,warung,debit,Pembayaran warung,3257445.9
8,2025-09-05,59298.91,expense,Transport,servis,cash,Pembayaran servis,975599.67
30,2025-05-08,37773.08,expense,Food,restoran,debit,Pembayaran restoran,-5783662.05
7,2025-07-03,152900.24,expense,Transport,tol,debit,Pembayaran tol,-1677974.81
17,2025-01-08,56798.61,expense,Food,go-food,cash,Pembayaran go-food,-1035704.78
16,2025-06-01,301574.83,expense,Entertainment,netflix,cash,Pembayaran netflix,12855908.47
33,2025-06-30,65596.51,expense,Food,restoran,e-wallet,Pembayaran restoran,2587769.48
42,2025-08-06,66671.82,expense,Transport,bensin,DEBIT,Pembayaran bensin,-24630662.17
5,2025-07-31,116834.6,expense,Food,go-food,e-wallet,Pembayaran go-food,22255159.57
31,2025-01-05,186232.4,expense,Food,warung,cash,Pembayaran warung,2878460.66
33,2025-04-05,32195.56,expense,Food,,debit,Pembayaran restoran,-1819119.25
25,2025-11-29,163940.48,expense,Food,warung,cash,Pembayaran warung,-19052150.38
34,2025-09-30,61946.66,expense,Transport,tol,debit,Pembayaran tol,-7997313.59
23,2025-12-04,650864.62,expense,Shopping,elektronik,debit,,19302593.95
17,2025-03-06,40245.28,expense,Others,lain-lain,e-wallet,Pembayaran lain-lain,-9790872.35
23,2025-01-11,114146.01,expense,,biaya admin,cash,Pembayaran biaya admin,8931148.51
27,2025-09-22,867019.85,expense,Shopping,elektronik,e-wallet,Pembayaran elektronik,-29781358.28
2,2025-11-21,239819.24,expense,Food,kopi,e-wallet,Pembayaran kopi,34765750.42
6,2025-06-01,3575187.28,income,Salary,bonus,debit,Penerimaan bonus,2341775.02
36,2025-09-13,103803.49,expense,,warung,debit,Pembayaran warung,10468916.24
29,2025-12-24,72881.53,expense,,restoran,DEBIT,Pembayaran restoran,7422878.8
31,2025-02-15,180019.27,expense,food,warung,e-wallet,Pembayaran warung,-3676669.89
44,2025-06-27,66417.9,expense,Others,biaya admin,cash,Pembayaran biaya admin,-10353539.77
24,2025-02-11,23602.61,expense,Transport,,cash,Pembayaran bensin,-8961483.28
49,2025-04-15,21420.52,expense,Food,,e-wallet,Pembayaran kopi,23359983.63
11,2025-04-23,235702.5,expense,Food,RESTORAN,debit,Pembayaran restoran,-6185012.58
15,2025-03-30,7553155.45,income,Salary,freelance,debit,Penerimaan freelance,13150506.49
43,2025-12-21,79665.08,expense,TRANSPORT,parkir,e-wallet,Pembayaran parkir,-15998481.74
7,2025-09-04,88389.53,expense,Food,warung,e-wallet,Pembayaran warung,10199300.35
34,2025-04-23,27477.31,expense,Others,biaya admin,debit,Pembayaran biaya admin,-7246806.57
5,2025-12-24,52790.06,expense,Food,minimarket,debit,Pembayaran minimarket,19997278.41
35,2025-09-18,17384.01,expense,Food,kopi,cash,Pembayaran kopi,-720304.72
44,2025-06-02,254316.13,expense,Shopping,pakaian,cash,Pembayaran pakaian,-2406419.36
38,2025-09-15,70441.88,expense,Food,warung,e-wallet,Pembayaran warung,6813204.2
12,2025-02-13,103608.3,expense,Food,warung,cash,Pembayaran warung,-86685.68
49,2025-01-27,29396.95,expense,Food,restoran,cash,Pembayaran restoran,414851.33
36,2025-10-21,40333.18,expense,Food,minimarket,debit,Pembayaran minimarket,5648847.59
41,2025-11-22,1266347.69,expense,Bills,pulsa,cash,Pembayaran pulsa,-10573001.71
38,2025-09-19,12869.61,expense,Transport,servis,debit,Pembayaran servis,6689179.81
35,2025-01-18,91012.62,expense,Food,minimarket,e-wallet,Pembayaran minimarket,2292412.22
19,2025-02-26,160859.74,expense,Entertainment,spotify,e-wallet,Pembayaran spotify,-1542922.8
9,2025-11-27,48023.65,expense,Transport,ojek online,cash,Pembayaran ojek online,-21080825.89
36,2025-06-23,198011.55,expense,Entertainment,spotify,cash,Pembayaran spotify,1738476.85
6,2025-10-07,60973.22,expense,food,warung,debit,Pembayaran warung,6150409.53
17,2025-03-10,169387.16,expense,Food,minimarket,e-wallet,Pembayaran minimarket,-11205022.94
21,2025-11-03,193110.73,expense,Entertainment,game topup,cash,Pembayaran game topup,-39807504.93
30,2025-04-05,79228.67,expense,Food,warung,E-WALLET,Pembayaran warung,-2821933.44
4,2025-11-04,803298.54,expense,Shopping,pakaian,e-wallet,Pembayaran pakaian,-35055736.4
6,2025-06-30,3617855.34,income,Salary,insentif,debit,Penerimaan insentif,3258603.98
40,2025-02-17,86294.9,expense,Transport,PARKIR,debit,Pembayaran parkir,7917662.47
7,2025-04-20,259361.61,expense,Food,go-food,e-wallet,Pembayaran go-food,-8667166.84
41,2025-04-27,182005.33,expense,Transport,parkir,debit,Pembayaran parkir,12877824.69
42,2025-06-08,108074.13,expense,,kopi,cash,Pembayaran kopi,-13852144.38
12,2025-07-01,122407.71,expense,Shopping,elektronik,debit,,7039345.67
16,2025-11-18,48452.92,expense,Food,kopi,cash,Pembayaran kopi,12198408.54
45,2025-08-31,41507.6,expense,Others,sedekah,E-WALLET,Pembayaran sedekah,27577874.73
41,2025-09-07,99458.74,expense,FOOD,kopi,debit,,3681729.06
16,2025-12-13,368953.12,expense,Shopping,,debit,Pembayaran hobi,7834001.37
32,2025-05-30,590971.37,expense,Entertainment,netflix,e-wallet,Pembayaran netflix,-39693693.33
41,2025-01-23,153971.64,expense,Shopping,peralatan rumah,debit,Pembayaran peralatan rumah,-5362411.22
13,2025-06-20,277725.17,expense,Entertainment,bioskop,cash,Pembayaran bioskop,-7063108.11
13,2025-10-07,68901.01,expense,Transport,,e-wallet,Pembayaran servis,-11096063.23
20,2025-08-07,229368.94,expense,,kopi,cash,Pembayaran kopi,-17003861.23
23,2025-05-17,195712.56,expense,Food,restoran,debit,Pembayaran restoran,-24263758.15
11,2025-06-11,196924.25,expense,Food,kopi,e-wallet,Pembayaran kopi,22868526.55
28,2025-12-12,169149.4,expense,Entertainment,BIOSKOP,e-wallet,Pembayaran bioskop,8454337.85
18,2025-07-16,111511.65,expense,entertainment,bioskop,e-wallet,Pembayaran bioskop,16919150.13
25,2025-12-02,93876.33,expense,Transport,bensin,E-WALLET,,-19404991.73
7,2025-03-30,337659.74,expense,Shopping,PERALATAN RUMAH,debit,Pembayaran peralatan rumah,-2208036.24
15,2025-05-30,545387.39,expense,Shopping,elektronik,debit,,7182227.02
29,2025-02-01,246596.95,expense,Bills,pulsa,E-WALLET,Pembayaran pulsa,13386194.41
24,2025-10-18,325879.35,expense,Food,go-food,cash,Pembayaran go-food,-19212535.84
43,2025-05-26,64430.84,expense,Transport,parkir,e-wallet,Pembayaran parkir,-763693.7
30,2025-11-23,96627.43,expense,Food,go-food,e-wallet,Pembayaran go-food,-6448318.32
10,2025-10-21,22199.81,expense,Transport,parkir,debit,Pembayaran parkir,-13427188.42
28,2025-03-16,39424.41,expense,Food,warung,e-wallet,Pembayaran warung,11804278.26
23,2025-05-29,1369050.93,expense,Bills,internet,e-wallet,Pembayaran internet,-30364899.67
18,2025-04-20,414464.35,expense,Entertainment,bioskop,cash,Pembayaran bioskop,7167392.26
34,2025-07-09,56484.04,expense,,tol,CASH,Pembayaran tol,-7993779.47
35,2025-12-30,25600.76,expense,Transport,tol,debit,Pembayaran tol,8138424.02
11,2025-08-19,98112.73,expense,Entertainment,konser,debit,,23613083.0
14,2025-08-27,162684.17,expense,Food,restoran,e-wallet,Pembayaran restoran,3522639.81
43,2025-06-25,86384.48,expense,Entertainment,spotify,debit,Pembayaran spotify,-7007196.61
26,2025-08-04,151096.11,expense,Shopping,skincare,cash,Pembayaran skincare,14026869.23
43,2025-04-11,222894.7,expense,Shopping,peralatan rumah,e-wallet,Pembayaran peralatan rumah,-1775044.9
15,2025-05-19,43964.91,expense,Others,biaya admin,e-wallet,Pembayaran biaya admin,4347118.78
50,2025-05-18,552422.27,expense,Shopping,skincare,debit,Pembayaran skincare,-27622555.44
25,2025-03-18,24570.79,expense,Transport,parkir,cash,Pembayaran parkir,2974303.6
30,2025-10-13,35246.27,expense,Food,restoran,debit,Pembayaran restoran,-8521202.98
36,2025-01-19,71458.75,expense,Food,go-food,debit,Pembayaran go-food,-1877764.41
46,2025-02-24,268098.65,expense,food,kopi,e-wallet,Pembayaran kopi,-12649718.52
8,2025-11-16,96681.17,expense,Food,minimarket,e-wallet,Pembayaran minimarket,21365957.02
11,2025-01-30,111443.7,expense,,,debit,Pembayaran bensin,-7698591.88
42,2025-06-17,44802.74,expense,Others,lain-lain,e-wallet,Pembayaran lain-lain,-15783797.17
9,2025-05-19,129756.06,expense,Entertainment,netflix,e-wallet,Pembayaran netflix,-10010858.81
1,2025-05-05,11103258.5,expense,Food,go-food,e-wallet,Pembayaran go-food,16730097.15
1,2025-02-15,627605.87,expense,Entertainment,konser,debit,Pembayaran konser,2630769.73
23,2025-03-12,214590.36,expense,Food,kopi,cash,Pembayaran kopi,-6320572.09
21,2025-07-15,70972.9,expense,Transport,,debit,Pembayaran tol,-8159591.96
26,2025-08-25,671060.64,expense,Bills,,cash,Pembayaran listrik,11913308.65
1,2025-12-09,24559.23,expense,Others,biaya admin,debit,Pembayaran biaya admin,39194556.79
48,2025-07-02,14874194.58,income,,bonus,e-wallet,Penerimaan bonus,-27710400.24
16,2025-11-22,101681.26,expense,Transport,bensin,e-wallet,Pembayaran bensin,11701646.48
15,2025-01-31,44080.91,expense,transport,OJEK ONLINE,cash,Pembayaran ojek online,-3073401.18
26,2025-09-27,3910730.42,income,Salary,insentif,e-wallet,Penerimaan insentif,18403127.2
8,2025-04-04,15520.12,expense,,hadiah,cash,Pembayaran hadiah,552940.57
24,2025-07-27,368837.96,expense,Food,go-food,debit,Pembayaran go-food,-10656489.17
38,2025-09-28,65690.92,expense,Food,warung,e-wallet,Pembayaran warung,6140354.34
18,2025-04-30,5309454.09,income,Salary,freelance,CASH,Penerimaan freelance,9870811.49
11,2025-07-02,79050.08,expense,Transport,,e-wallet,Pembayaran ojek online,25260475.63
44,2025-03-27,240127.5,expense,Food,kopi,debit,Pembayaran kopi,-4094161.31
4,2025-08-01,1551496.3,expense,Bills,pulsa,cash,Pembayaran pulsa,-6495925.46
4,2025-05-13,84134.99,expense,Others,LAIN-LAIN,debit,Pembayaran lain-lain,-3235786.07
26,2025-08-26,43179.86,expense,Food,restoran,cash,Pembayaran restoran,11870128.79
14,2025-04-08,141145.37,expense,Food,restoran,cash,,-5353694.49
30,2025-03-01,123841.75,expense,,restoran,e-wallet,Pembayaran restoran,-3704375.65
6,2025-01-31,38095.49,expense,FOOD,minimarket,e-wallet,Pembayaran minimarket,-3565546.86
3,2025-02-17,170300.09,expense,Transport,parkir,cash,Pembayaran parkir,1344907.98
25,2025-11-20,75094.55,expense,Entertainment,game topup,e-wallet,Pembayaran game topup,-17147447.45
1,2025-01-05,84966.46,expense,Others,sedekah,E-WALLET,Pembayaran sedekah,3721373.4
8,2025-05-13,45706.11,expense,Others,hadiah,e-wallet,Pembayaran hadiah,3556638.82
48,2025-03-27,68963.03,expense,Food,warung,e-wallet,Pembayaran warung,-15950013.11
36,2025-04-24,252107.58,expense,Bills,internet,debit,Pembayaran internet,-9538797.81
12,2025-07-28,83823.53,expense,Transport,servis,cash,Pembayaran servis,4442235.98
12,2025-04-27,108672.88,expense,shopping,pakaian,cash,Pembayaran pakaian,1503092.54
1,2025-06-25,83746.63,expense,Food,restoran,e-wallet,Pembayaran restoran,36451902.6
8,2025-09-08,123628.34,expense,FOOD,,DEBIT,Pembayaran minimarket,653439.58
40,2025-03-02,286099.04,expense,FOOD,minimarket,debit,Pembayaran minimarket,4232621.04
37,2025-10-05,205178.63,expense,Shopping,skincare,debit,Pembayaran skincare,11474953.83
26,2025-01-04,84210.95,expense,,restoran,debit,,9139376.98
38,2025-09-22,48630.33,expense,food,restoran,e-wallet,Pembayaran restoran,6569950.43
35,2025-06-13,17711.41,expense,Food,kopi,debit,Pembayaran kopi,4130148.32
45,2025-08-21,22585.56,expense,Food,,e-wallet,Pembayaran minimarket,21886988.88
15,2025-02-11,330788.83,expense,Shopping,peralatan rumah,debit,Pembayaran peralatan rumah,-5217546.32
15,2025-05-17,607697.3,expense,Bills,,cash,Pembayaran asuransi,4429420.86
1,2025-01-01,248029.27,expense,Food,minimarket,debit,Pembayaran minimarket,4493532.85
20,2025-11-22,1094174.27,expense,Shopping,peralatan rumah,cash,Pembayaran peralatan rumah,-27600157.77
46,2025-07-24,73140.3,expense,FOOD,go-food,cash,Pembayaran go-food,-44760045.99
31,2025-11-30,66002.26,expense,FOOD,minimarket,cash,Pembayaran minimarket,-17491168.73
20,2025-01-03,57070.57,expense,Others,hadiah,cash,Pembayaran hadiah,3889803.65
26,2025-06-12,34464.62,expense,Food,go-food,debit,Pembayaran go-food,11138888.49
12,2025-07-15,31718.18,expense,Others,hadiah,e-wallet,Pembayaran hadiah,5693549.84
8,2025-01-25,295900.99,expense,SHOPPING,skincare,cash,Pembayaran skincare,-5126124.35
27,2025-10-13,144464.18,expense,Food,minimarket,e-wallet,Pembayaran minimarket,-35289827.44
39,2025-11-10,34462.54,expense,,kopi,e-wallet,Pembayaran kopi,-13669280.39
4,2025-06-05,549732.14,expense,Shopping,skincare,e-wallet,,-3330527.05
50,2025-09-27,1289601.3,expense,Shopping,peralatan rumah,debit,Pembayaran peralatan rumah,-51881208.49
31,2025-06-13,434086.64,expense,Shopping,skincare,cash,Pembayaran skincare,-11480273.31
7,2025-12-17,105631.04,expense,Entertainment,bioskop,e-wallet,Pembayaran bioskop,19216672.11
24,2025-11-29,112281.47,expense,Food,restoran,cash,Pembayaran restoran,-32043123.97
18,2025-11-04,99318.96,expense,Transport,ojek online,e-wallet,Pembayaran ojek online,38469863.26
47,2025-06-05,76374.64,expense,Food,warung,e-wallet,Pembayaran warung,25171696.87
6,2025-04-14,37845.36,expense,Food,warung,debit,Pembayaran warung,717792.05
43,2025-04-13,58532.19,expense,Food,kopi,cash,Pembayaran kopi,-1911734.23
5,2025-05-28,271011.67,expense,Bills,pulsa,e-wallet,Pembayaran pulsa,13096746.05
43,2025-02-12,44690.65,expense,Others,sedekah,cash,Pembayaran sedekah,9224629.02
50,2025-04-03,821599.3,expense,Shopping,skincare,cash,Pembayaran skincare,-15252577.44
43,2025-01-03,31213.95,expense,Others,sedekah,debit,Pembayaran sedekah,1258723.7
30,2025-10-10,30212.93,expense,,servis,e-wallet,Pembayaran servis,-8339503.74
6,2025-09-05,158360.49,expense,Entertainment,konser,cash,Pembayaran konser,6398613.46
9,2025-08-22,19896.86,expense,Food,,cash,,-13431848.63
2,2025-06-03,178919.25,expense,,bensin,CASH,Pembayaran bensin,28794785.86
27,2025-12-07,2362054.8,expense,Bills,AIR,debit,Pembayaran air,-29430238.5
48,2025-02-05,472496.48,expense,Shopping,pakaian,cash,Pembayaran pakaian,1236751.18
6,2025-09-30,27046.88,expense,,,cash,Pembayaran ojek online,3584944.91
33,2025-10-31,31031.92,expense,Others,,cash,Pembayaran sedekah,13753334.34
37,2025-01-28,540792.1,expense,Shopping,elektronik,debit,Pembayaran elektronik,-3658995.12
18,2025-09-05,107642.28,expense,Food,minimarket,e-wallet,Pembayaran minimarket,31709224.81
48,2025-05-24,157312.49,expense,Food,warung,debit,Pembayaran warung,-31324598.86
14,2025-09-09,402779.31,expense,BILLS,pulsa,e-wallet,Pembayaran pulsa,15394436.89
20,2025-12-23,872926.76,expense,Shopping,PERALATAN RUMAH,cash,,-26240240.13
26,2025-05-17,223209.13,expense,Entertainment,spotify,debit,,2329742.61
3,2025-10-02,14106810.02,income,Salary,FREELANCE,e-wallet,Penerimaan freelance,-624591.64
38,2025-03-20,17709.33,expense,TRANSPORT,parkir,e-wallet,Pembayaran parkir,5010472.04
49,2025-10-17,88008.71,expense,Food,kopi,e-wallet,Pembayaran kopi,39063989.27
3,2025-07-30,957678.9,expense,Bills,pulsa,cash,Pembayaran pulsa,-4033262.46
36,2025-12-30,49499.94,expense,Others,hadiah,debit,Pembayaran hadiah,7876679.1
31,2025-10-04,901223.02,expense,Bills,air,cash,Pembayaran air,-24126433.89
20,2025-11-09,270596.6,expense,Food,kopi,cash,Pembayaran kopi,-25261541.71
40,2025-10-15,127336.9,expense,,bensin,cash,Pembayaran bensin,-29826895.43
14,2025-09-20,152583.88,expense,Food,kopi,DEBIT,Pembayaran kopi,13601475.71
44,2025-11-15,264131.34,expense,Shopping,skincare,debit,Pembayaran skincare,-16097844.8
41,2025-02-24,133478.9,expense,,minimarket,debit,Pembayaran minimarket,17659812.05
14,2025-07-14,25404.81,expense,Food,minimarket,debit,Pembayaran minimarket,-3173972.01
7,2025-03-16,208048.35,expense,food,kopi,e-wallet,Pembayaran kopi,-22416960.07
38,2025-03-03,3602529.56,income,Salary,gaji pokok,debit,,6247400.07
33,2025-12-24,23802.24,expense,Transport,servis,debit,Pembayaran servis,13519357.57
19,2025-05-30,268151.31,expense,Shopping,elektronik,cash,Pembayaran elektronik,-452995.58
9,2025-07-27,34249.4,expense,Transport,servis,cash,Pembayaran servis,-10421841.94
21,2025-05-20,121222.36,expense,Food,go-food,cash,Pembayaran go-food,10205354.24
32,2025-05-14,287383.65,expense,Entertainment,netflix,cash,Pembayaran netflix,-34359977.61
29,2025-12-09,50359.72,expense,Food,go-food,debit,Pembayaran go-food,8494530.54
33,2025-05-31,26605.28,expense,Transport,ojek online,e-wallet,Pembayaran ojek online,2900237.35
46,2025-10-30,177869.01,expense,Transport,tol,cash,Pembayaran tol,-13882034.29
10,2025-01-20,64071.75,expense,Food,,debit,Pembayaran warung,6510797.61
22,2025-01-08,124574.89,expense,Transport,PARKIR,debit,Pembayaran parkir,2111574.08
33,2025-10-19,31088.26,expense,Others,,e-wallet,Pembayaran sedekah,3884475.33
40,2025-10-25,148725.64,expense,Food,go-food,cash,Pembayaran go-food,-32442334.24
34,2025-07-08,143857.56,expense,Entertainment,konser,debit,Pembayaran konser,-7937295.43
7,2025-11-18,64894.6,expense,Transport,servis,e-wallet,Pembayaran servis,27142591.42
15,2025-02-21,309242.0,expense,Bills,air,debit,Pembayaran air,-7244196.04
31,2025-05-07,232356.95,expense,,konser,debit,Pembayaran konser,-8678269.02
45,2025-08-06,697822.03,expense,Bills,internet,e-wallet,Pembayaran internet,23872770.18
37,2025-12-24,146511.6,expense,,kopi,debit,Pembayaran kopi,-13000861.72
48,2025-05-31,208637.15,expense,Transport,ojek online,debit,Pembayaran ojek online,-33072979.18
